# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 26 02:52:58 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
bet Cnc b,bet Cnc,1,2,1,Radial Velocity,2014,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=LEE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A..67L/abstract target=ref> Lee et al. 2014</a>,605.20000000,4.00000000,-4.00000000,0,1.700000,0.100000,-0.100000,0,,,,,,,,,2479.00000,254.30000,-254.30000,0,7.80000,0.80000,-0.80000,0,Msini,0.080000,0.020000,-0.020000,0,,,,,,,,,0,<a refstr=LEE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A..67L/abstract target=ref> Lee et al. 2014</a>,K4 III,4092.10,17.50,-17.50,0,47.20,1.30,-1.30,0,1.70,0.10,-0.10,0,-0.290,0.060,-0.060,0,[Fe/H],1.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h16m30.87s,124.1286379,+09d11m07.19s,9.1853306,89.0472000,7.6915200,-7.6915200,3.5101200,0.0230000,-0.0230000,0.1900000,0.2020000,-0.2020000,3.0462800,0.0102768,-0.0102768,2014-05-14,2014-06,2014-05-14
HD 59686 A b,HD 59686 A,1,2,1,Radial Velocity,2016,Lick Observatory,Published Confirmed,0,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,299.36000000,0.26000000,-0.31000000,0,1.086000,0.000600,-0.000700,0,,,,,,,,,2199.38360,57.20940,-76.27920,0,6.92000,0.18000,-0.24000,0,Msini,0.050000,0.030000,-0.020000,0,,,,,,,,,0,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,K2 III,4658.00,24.00,-24.00,0,13.20,0.30,-0.30,0,1.90,0.20,-0.20,0,0.150,0.100,-0.100,0,[Fe/H],2.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m48.45s,112.9518629,+17d05m08.59s,17.0857195,89.2721000,0.7315500,-0.7315500,5.4429900,0.0230000,-0.0230000,2.9220000,0.3000000,-0.3000000,5.1322800,0.0035591,-0.0035591,2016-08-10,2016-10,2016-08-12
HD 33283 b,HD 33283,0,2,1,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...647..600J/abstract target=ref> Johnson et al. 2006 </a>,18.17900000,0.00700000,-0.00700000,0,0.145000,,,0,,,,,,,,,104.88000,,,0,0.33000,,,0,Msini,0.480000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=JOHNSON_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...647..600J/abstract target=ref> Johnson et al. 2006 </a>,G3 V,5995.00,50.00,-50.00,0,1.20,0.10,-0.10,0,1.24,0.10,-0.10,0,0.366,0.050,-0.050,0,[Fe/H],4.21,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623000,0.2335000,-0.2324000,8.0500000,0.0300000,-0.0300000,6.6460000,0.0330000,-0.0330000,7.8993300,0.0002290,-0.0002290,2018-09-25,2006-08,2014-11-19
HD 33283 b,HD 33283,1,2,1,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,18.19910000,0.00170000,-0.00170000,0,0.150800,0.008700,-0.008700,0,,,,,,,,,104.56607,22.56593,-22.56593,0,0.32900,0.07100,-0.07100,0,Msini,0.399000,0.056000,-0.056000,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G3/G5 V,5935.00,,,0,1.97,0.13,-0.13,0,1.38,0.24,-0.24,0,0.350,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623000,0.2335000,-0.2324000,8.0500000,0.0300000,-0.0300000,6.6460000,0.0330000,-0.0330000,7.8993300,0.0002290,-0.0002290,2018-09-25,2018-11,2018-09-27
HD 33283 b,HD 33283,0,2,1,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,18.17900000,0.00700000,-0.00700000,0,0.150000,0.000000,0.000000,0,,,,,,,,,117.59710,12.71320,-12.71320,0,0.37000,0.04000,-0.04000,0,Msini,0.480000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6108.00,53.00,-53.00,0,1.74,0.05,-0.05,0,1.47,0.18,-0.18,0,0.340,,,0,[Fe/H],4.12,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623000,0.2335000,-0.2324000,8.0500000,0.0300000,-0.0300000,6.6460000,0.0330000,-0.0330000,7.8993300,0.0002290,-0.0002290,2018-09-25,2017-03,2018-09-06
WASP-8 b,WASP-8,0,2,2,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,8.15872400,0.00001400,-0.00001500,0,,,,,,,,,,,,,711.93920,34.96130,-38.13960,0,2.24000,0.11000,-0.12000,0,Mass,0.304400,0.003900,-0.004000,0,,,,,,,,,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,1.04,0.08,-0.08,0,0.170,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606000,0.3648000,-0.3618000,9.7890000,0.0030000,-0.0030000,8.0860000,0.0230000,-0.0230000,9.6124900,0.0004150,-0.0004150,2018-04-25,2014-04,2015-10-15
WASP-8 b,WASP-8,0,2,2,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..33B/abstract target=ref>Bourrier et al. 2017</a>,8.15871500,0.00001600,-0.00001600,0,,,,,,,,,,,,,,,,,,,,,,0.304000,0.004000,-0.004000,0,,,,,,,,,0,<a refstr=BOURRIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..33B/abstract target=ref>Bourrier et al. 2017</a>,,5600.00,80.00,-80.00,0,0.94,0.05,-0.04,0,,,,,,,,,,4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606000,0.3648000,-0.3618000,9.7890000,0.0030000,-0.0030000,8.0860000,0.0230000,-0.0230000,9.6124900,0.0004150,-0.0004150,2019-11-27,2017-03,2019-12-05
WASP-8 b,WASP-8,0,2,2,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,8.20000000,,,0,0.080000,,,0,11.200,,,0,1.000,,,0,699.20000,,,0,2.20000,,,0,Mass,0.300000,,,0,,,,,950,,,0,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,G8 V,5600.00,,,0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606000,0.3648000,-0.3618000,9.7890000,0.0030000,-0.0030000,8.0860000,0.0230000,-0.0230000,9.6124900,0.0004150,-0.0004150,2018-04-25,2015-04,2015-02-12
WASP-8 b,WASP-8,0,2,2,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,8.15871500,0.00001600,-0.00001600,0,0.080100,0.001500,-0.001500,0,11.635,0.078,-0.527,0,1.038,0.007,-0.047,0,677.61356,25.42640,-25.74423,0,2.13200,0.08000,-0.08100,0,Mass,0.305700,0.004600,-0.004600,0,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5600.00,80.00,-80.00,0,0.94,0.05,-0.04,0,1.03,0.05,-0.06,0,0.170,0.070,-0.070,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606000,0.3648000,-0.3618000,9.7890000,0.0030000,-0.0030000,8.0860000,0.0230000,-0.0230000,9.6124900,0.0004150,-0.0004150,2019-03-18,2017-06,2019-03-21
WASP-8 b,WASP-8,1,2,2,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,8.15872000,0.00001500,-0.00001500,0,,,,,12.666,0.560,-0.560,0,1.130,0.050,-0.050,0,807.28820,104.88390,-104.88390,0,2.54000,0.33000,-0.33000,0,Mass,0.310000,0.000000,0.000000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600.00,80.00,-80.00,0,1.03,0.04,-0.04,0,1.34,0.26,-0.26,0,0.170,,,0,[Fe/H],4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606000,0.3648000,-0.3618000,9.7890000,0.0030000,-0.0030000,8.0860000,0.0230000,-0.0230000,9.6124900,0.0004150,-0.0004150,2018-10-24,2017-03,2018-10-26
WASP-8 b,WASP-8,0,2,2,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=QUELOZ_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...517L...1Q/abstract target=ref> Queloz et al. 2010 </a>,8.15871500,0.00001600,-0.00001500,0,0.080100,0.001400,-0.001600,0,11.635,0.078,-0.053,0,1.038,0.007,-0.047,0,713.18000,25.10800,-29.55700,0,2.24400,0.07900,-0.09300,0,Mass,0.310000,0.002900,-0.002400,0,,,,,,,,,0,<a refstr=QUELOZ_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...517L...1Q/abstract target=ref> Queloz et al. 2010 </a>,,5600.00,80.00,,0,0.94,0.05,,0,1.03,0.06,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606000,0.3648000,-0.3618000,9.7890000,0.0030000,-0.0030000,8.0860000,0.0230000,-0.0230000,9.6124900,0.0004150,-0.0004150,2018-04-25,2010-07,2014-05-14
WASP-8 c,WASP-8,1,2,2,Radial Velocity,2013,SuperWASP,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,4323.00000000,740.00000000,-380.00000000,0,5.280000,0.630000,-0.340000,0,,,,,,,,,3003.37000,718.27000,-330.53000,0,9.45000,2.26000,-1.04000,0,Msini,0.000000,0.000000,0.000000,0,,,,,,,,,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,1.04,0.08,-0.08,0,0.170,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606000,0.3648000,-0.3618000,9.7890000,0.0030000,-0.0030000,8.0860000,0.0230000,-0.0230000,9.6124900,0.0004150,-0.0004150,2014-05-14,2014-04,2014-05-14
K2-291 b,K2-291,0,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,2.22500000,,,0,,,,,1.582,0.037,-0.042,0,0.141,0.003,-0.004,0,6.40000,1.10000,-1.10000,0,0.02014,0.00346,-0.00346,0,Mass,,,,,,,,,,,,,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,5520.00,60.00,-60.00,0,0.90,0.01,-0.01,0,0.93,0.05,-0.05,0,0.080,0.040,-0.040,0,[Fe/H],4.50,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m47.03s,76.4459400,+21d32m53.52s,21.5481990,90.0562000,0.4953000,-0.4900000,10.0140000,0.0050000,-0.0050000,8.3530000,0.0200000,-0.0200000,9.8663900,0.0007100,-0.0007100,2019-08-23,2019-09,2019-08-29
K2-291 b,K2-291,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,2.22517700,0.00006600,-0.00006800,0,0.032610,0.000440,-0.000440,0,1.589,0.095,-0.072,0,0.142,0.008,-0.006,0,6.49000,1.16000,-1.16000,0,0.02042,0.00365,-0.00365,0,Mass,0.000000,,,0,633.00,59.00,-56.00,0,,,,,0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,,5520.00,60.00,-60.00,0,0.90,0.04,-0.03,0,0.93,0.04,-0.04,0,0.080,0.040,-0.050,0,[Fe/H],4.50,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m47.03s,76.4459400,+21d32m53.52s,21.5481990,90.0562000,0.4953000,-0.4900000,10.0140000,0.0050000,-0.0050000,8.3530000,0.0200000,-0.0200000,9.8663900,0.0007100,-0.0007100,2019-01-22,2019-03,2019-01-24
HD 48265 b,HD 48265,1,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,778.51000000,5.38000000,-5.18000000,0,1.814000,0.030000,-0.031000,0,,,,,,,,,484.69075,15.57367,-15.89150,0,1.52500,0.04900,-0.05000,0,Msini,0.211000,0.089000,-0.096000,0,,,,,,,,,0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5733.00,55.00,-55.00,0,1.90,0.13,-0.13,0,1.31,0.06,-0.06,0,0.300,0.040,-0.040,0,[Fe/H],3.97,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m01.77s,100.0073683,-48d32m30.58s,-48.5418284,90.5446000,0.2702000,-0.2687000,8.0500000,0.0300000,-0.0300000,6.4490000,0.0200000,-0.0200000,7.8792500,0.0003030,-0.0003030,2019-06-24,2018-08,2019-06-27
HD 48265 b,HD 48265,0,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,780.30000000,4.60000000,-4.60000000,0,1.810000,0.070000,-0.070000,0,,,,,,,,,467.21010,38.13960,-38.13960,0,1.47000,0.12000,-0.12000,0,Msini,0.080000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G5 IV/V,5650.00,100.00,-100.00,0,2.05,0.05,-0.05,0,1.28,0.05,-0.05,0,0.400,0.100,-0.100,0,[Fe/H],3.92,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m01.77s,100.0073683,-48d32m30.58s,-48.5418284,90.5446000,0.2702000,-0.2687000,8.0500000,0.0300000,-0.0300000,6.4490000,0.0200000,-0.0200000,7.8792500,0.0003030,-0.0003030,2019-06-24,2017-04,2016-11-10
HD 48265 b,HD 48265,0,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,<a refstr=MINNITI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1424M/abstract target=ref> Minniti et al. 2009 </a>,762.00000000,50.00000000,-50.00000000,0,1.600000,,,0,,,,,,,,,380.00000,,,0,1.20000,,,0,Msini,0.240000,0.100000,-0.100000,0,,,,,,,,,0,<a refstr=MINNITI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1424M/abstract target=ref> Minniti et al. 2009 </a>,G5 V,,,,,,,,,0.93,,,0,0.170,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m01.77s,100.0073683,-48d32m30.58s,-48.5418284,90.5446000,0.2702000,-0.2687000,8.0500000,0.0300000,-0.0300000,6.4490000,0.0200000,-0.0200000,7.8792500,0.0003030,-0.0003030,2019-06-24,2009-03,2015-03-26
