# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 25 23:03:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=BARCLAY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...53B/abstract target=ref>Barclay et al. 2012</a>,2.47061320,0.00000002,-0.00000002,0,0.035030,0.000530,-0.000730,0,13.025,0.224,-0.269,0,1.162,0.020,-0.024,0,457.67520,66.74430,-66.74430,0,1.44000,0.21000,-0.21000,0,Mass,,,,,,,,,,,,,0,<a refstr=BARCLAY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...53B/abstract target=ref>Barclay et al. 2012</a>,,5850.00,50.00,-50.00,0,0.95,0.02,-0.02,0,0.94,0.05,-0.05,0,-0.150,0.100,-0.100,0,[Fe/H],4.45,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2012-12,2016-08-04
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,2.47061339,0.00000002,-0.00000002,0,0.035000,,,0,12.850,0.270,-0.270,0,,,,,,,,,,,,,,0.000000,,,0,772.22,60.74,-57.15,0,1344,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5850.00,50.00,-50.00,0,0.95,0.02,-0.02,0,0.94,0.05,-0.05,0,-0.150,0.100,-0.100,0,[Fe/H],4.46,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2014-11-18,2014-12-04,2014-11-18
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.47063000,,,0,0.035580,0.000700,-0.000770,0,13.720,0.460,-0.460,0,1.224,0.041,-0.041,0,381.39600,16.20933,-16.84499,0,1.20000,0.05100,-0.05300,0,Mass,,,,,,,,,1498,17,-17,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5850.00,50.00,,0,1.00,0.03,,0,0.98,0.06,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2008-04,2016-02-25
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.55392680,0.00000320,-0.00000320,0,0.050200,0.001000,-0.001000,0,19.448,0.807,-0.807,0,1.735,0.072,-0.072,0,285.09351,23.83725,-23.83725,0,0.89700,0.07500,-0.07500,0,Mass,,,,,,,,,1805,40,-40,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6200.00,75.00,-75.00,0,1.83,0.09,-0.09,0,1.34,0.09,-0.09,0,0.140,0.090,-0.090,0,[Fe/H],4.04,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2012-10,2016-01-14
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,,,,,,,,267.93069,31.14734,-28.28687,0,0.84300,0.09800,-0.08900,0,Mass,0.015000,0.076000,-0.012000,0,,,,,,,,,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,1.34,0.09,-0.09,0,0.140,0.090,-0.090,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2014-04,2015-10-15
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.55394500,,,0,0.050920,0.000720,-0.000690,0,19.627,0.717,-0.695,0,1.751,0.064,-0.062,0,292.40360,23.20159,-22.88376,0,0.92000,0.07300,-0.07200,0,Mass,,,,,,,,,1785,29,-29,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,6200.00,75.00,-75.00,0,1.82,0.07,-0.06,0,1.39,0.06,-0.06,0,0.140,0.090,-0.090,0,[Fe/H],4.06,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2008-04,2016-02-25
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,3.55392771,0.00000047,-0.00000047,0,0.051600,0.000500,-0.000500,0,20.602,0.908,-1.009,0,1.838,0.081,-0.090,0,157.00802,11.12405,-11.12405,0,0.49400,0.03500,-0.03500,0,Mass,0.016000,,,1,,,,,1795,35,-39,0,0,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,,6295.00,65.00,-65.00,0,1.81,0.08,-0.08,0,1.45,0.05,-0.05,0,0.280,0.090,-0.090,0,[Fe/H],4.09,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2015-03,2016-05-05
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=NARITA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASJ...62..653N/abstract target=ref> Narita et al. 2010 </a>,3.55394500,,,0,,,,,,,,,,,,,,,,,,,,,,0.000000,,,0,,,,,,,,,0,<a refstr=NARITA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASJ...62..653N/abstract target=ref> Narita et al. 2010 </a>,,,,,,1.85,,,0,1.40,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2019-11-27,2010-06,2019-12-05
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,3.55392460,0.00000140,-0.00000140,0,0.050840,0.000500,-0.000500,0,19.123,0.628,-0.628,0,1.706,0.056,-0.056,0,291.45011,22.24810,-22.24810,0,0.91700,0.07000,-0.07000,0,Mass,0.000000,,,0,,,,,1778,22,-22,0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,6200.00,,,0,,,,,,,,,0.140,,,0,[Fe/H],4.06,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2016-06,2016-03-31
TrES-4 b,TrES-4,1,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.55395000,0.00007500,-0.00007500,0,,,,,18.046,2.018,-2.018,0,1.610,0.180,-0.180,0,247.90740,60.38770,-60.38770,0,0.78000,0.19000,-0.19000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6200.00,75.00,-75.00,0,1.66,0.19,-0.19,0,1.08,0.38,-0.38,0,0.140,,,0,[Fe/H],4.06,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2017-03,2018-04-26
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,3.55394500,0.00007500,-0.00007500,0,0.050910,0.000710,-0.000710,0,20.165,0.706,-0.706,0,1.799,0.063,-0.063,0,292.07300,23.20100,-23.20100,0,0.91900,0.07300,-0.07300,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,124.71,-152.06,0,2.01,0.11,-0.10,0,1.18,0.21,-0.12,0,0.260,0.100,-0.100,0,[M/H],3.90,0.10,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2009-05,2014-05-14
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.55392771,0.00000047,-0.00000047,0,0.051590,0.000590,-0.000610,0,20.602,0.908,-1.009,0,1.838,0.081,-0.090,0,158.27934,10.48839,-10.17056,0,0.49800,0.03300,-0.03200,0,Mass,0.015000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6295.00,65.00,-65.00,0,1.81,0.08,-0.08,0,1.45,0.05,-0.05,0,0.280,0.090,-0.090,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2019-03-18,2017-06,2019-03-21
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,3.55394500,0.00007500,-0.00007500,0,0.049650,0.000910,-0.000910,0,20.288,1.681,-1.681,0,1.810,0.150,-0.150,0,278.73691,23.20159,-23.20159,0,0.87700,0.07300,-0.07300,0,Mass,,,,,,,,,1861,54,-54,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,6200.00,75.00,-75.00,0,1.92,0.11,-0.11,0,1.29,0.07,-0.07,0,0.140,0.090,-0.090,0,[Fe/H],3.98,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,7.0270000,-6.8430000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2010-11,2016-01-14
UZ For b,UZ For,1,2,2,Eclipse Timing Variations,2011,Multiple Observatories,Published Confirmed,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,5840.00000000,1095.00000000,-1095.00000000,0,5.900000,1.400000,-1.400000,0,,,,,,,,,2002.20000,476.70000,-476.70000,-1,6.30000,1.50000,-1.50000,-1,Mass,0.040000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,,,,,,,,,,0.70,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857,,,,16.7753000,0.0939000,-0.0939000,14.7760000,0.1240000,-0.1240000,16.6937000,0.0632320,-0.0632320,2014-05-14,2011-09,2014-05-14
UZ For c,UZ For,1,2,2,Eclipse Timing Variations,2011,Multiple Observatories,Published Confirmed,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,1916.25000000,91.25000000,-91.25000000,0,2.800000,0.500000,-0.500000,0,,,,,,,,,2447.20000,381.40000,-381.40000,-1,7.70000,1.20000,-1.20000,-1,Mass,0.050000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,,,,,,,,,,0.70,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857,,,,16.7753000,0.0939000,-0.0939000,14.7760000,0.1240000,-0.1240000,16.6937000,0.0632320,-0.0632320,2014-05-14,2011-09,2014-05-14
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,,,,,,,,13603.12400,10234.12600,-10265.90900,0,42.80000,32.20000,-32.30000,0,Mass,,,,,,,,,,,,,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,0.06,,,-1,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2016-08-04,2016-10,2016-08-04
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,,,,,,,,13762.03900,9757.38100,-9757.38100,0,43.30000,30.70000,-30.70000,0,Mass,,,,,,,,,,,,,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,0.06,,,-1,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2016-08-04,2016-10,2016-08-04
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,1,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=GAUZA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...96G/abstract target=ref>Gauza et al. 2015</a>,,,,,102.000000,9.000000,-9.000000,0,,,,,,,,,3559.69600,3082.95100,-572.09400,0,11.20000,9.70000,-1.80000,0,Mass,,,,,,,,,,,,,0,<a refstr=GAUZA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...96G/abstract target=ref>Gauza et al. 2015</a>,M7.5,2620.00,140.00,-140.00,0,,,,,0.07,0.02,-0.01,0,,,,,,5.05,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2015-05-14,2015-05,2015-05-14
